Drug	Sample	Efficacy	Measurement	Value
Aloin	HFF	NA	LAC50	NA
Granisetron hydrochloride	HFF	NA	LAC50	-5.5292094394
Nebivolol	HFF	NA	LAC50	-5.3292094394
Tenofovir Disoproxil Fumarate	HFF	NA	LAC50	NA
Zaltoprofen	HFF	NA	LAC50	NA
Moxifloxacin hydrochloride	HFF	NA	LAC50	NA
FR-180204	HFF	NA	LAC50	-4.9792094394
Cidofovir	HFF	NA	LAC50	-6.8404146614
Raltegravir	HFF	NA	LAC50	NA
Afatinib	HFF	NA	LAC50	-4.7792094394
NCGC00185053	HFF	NA	LAC50	NA
Calcium folinate	HFF	NA	LAC50	NA
NCGC00185090-04	HFF	NA	LAC50	-4.9292094394
Posaconazole	HFF	NA	LAC50	-5.7292094394
Nepafenac	HFF	NA	LAC50	-4.8792094394
Estramustine	HFF	NA	LAC50	NA
Vindesine sulfate	HFF	NA	LAC50	NA
Clindamycin palmitate	HFF	NA	LAC50	-6.4792094394
Erdosteine	HFF	NA	LAC50	NA
Nitisinone	HFF	NA	LAC50	NA
BIX-01294	HFF	NA	LAC50	-4.5292094394
NCGC00185916	HFF	NA	LAC50	-5.5792094394
Ketorolac	HFF	NA	LAC50	NA
10058-F4	HFF	NA	LAC50	NA
AS-252424	HFF	NA	LAC50	-6.6792094394
Nefiracetam	HFF	NA	LAC50	-6.5792094394
AS-604850	HFF	NA	LAC50	-5.4292094394
Genipin	HFF	NA	LAC50	-4.7292094394
Esomeprazole magnesium	HFF	NA	LAC50	NA
SB-525334	HFF	NA	LAC50	-7.1292094394
Levetiracetam	HFF	NA	LAC50	NA
AS-605240	HFF	NA	LAC50	-5.9904146614
NCGC00186035-01	HFF	NA	LAC50	-5.1292094394
Ibandronate sodium hydrate	HFF	NA	LAC50	-6.2292094394
Caroverine hydrochloride	HFF	NA	LAC50	NA
IPA-3	HFF	NA	LAC50	NA
Bardoxolone methyl	HFF	NA	LAC50	-7.4792094394
Aliskiren hemifumarate	HFF	NA	LAC50	-5.5292094394
MK-2206	HFF	-	LAC50	-4.8292094394
NCGC00186528	HFF	NA	LAC50	NA
Butylscopolamine bromide	HFF	NA	LAC50	-5.1292094394
BEZ235	HFF	NA	LAC50	-7.1792094394
GDC-0941	HFF	-	LAC50	-6.9792094394
PI-103	HFF	NA	LAC50	-6.5679734446
PLX-4720	HFF	NA	LAC50	-4.7292094394
PCI-32765	HFF	NA	LAC50	-6.7792094394
Thiazovivin	HFF	NA	LAC50	NA
Navitoclax	HFF	-	LAC50	NA
PP-242	HFF	NA	LAC50	-5.1292094394
RDEA-119	HFF	NA	LAC50	-4.8292094394
NCGC00188382-01	HFF	NA	LAC50	-4.8792094394
Fingolimod hydrochloride	HFF	NA	LAC50	NA
Acitazanolast	HFF	NA	LAC50	NA
Asenapine maleate	HFF	NA	LAC50	NA
Prasugrel	HFF	NA	LAC50	NA
Dronedarone	HFF	NA	LAC50	NA
Iloperidone	HFF	NA	LAC50	NA
Pazopanib	HFF	NA	LAC50	-6.0292094394
NA	HFF	NA	LAC50	NA
Orotic acid	HFF	NA	LAC50	-5.8292094394
Pravastatin sodium	HFF	NA	LAC50	NA
Selumetinib	HFF	++	LAC50	-5.3292094394
PD-184352	HFF	NA	LAC50	NA
PD-0325901	HFF	++	LAC50	-5.2292094394
UNC-0638	HFF	NA	LAC50	-6.2792094394
NCGC00189393-02	HFF	NA	LAC50	-5.1292094394
Tofacitinib	HFF	NA	LAC50	NA
NCGC00229512-01	HFF	NA	LAC50	-4.6792094394
Raltitrexed	HFF	NA	LAC50	NA
KU-60019	HFF	NA	LAC50	-4.6792094394
Olaparib	HFF	NA	LAC50	-4.5792094394
Enzastaurin	HFF	NA	LAC50	NA
TAE-684	HFF	NA	LAC50	-4.9792094394
PIK-90	HFF	NA	LAC50	-5.6792094394
NCGC00238624	HFF	NA	LAC50	-4.5292094394
NCGC00241036-01	HFF	NA	LAC50	-4.7292094394
Tandutinib	HFF	NA	LAC50	-6.4292094394
Saracatinib	HFF	NA	LAC50	-6.4792094394
Neratinib	HFF	NA	LAC50	-5.7292094394
Midostaurin	HFF	Toxic	LAC50	-5.3292094394
Masitinib	HFF	NA	LAC50	-4.6792094394
Doramapimod	HFF	NA	LAC50	-7.4792094394
Bosutinib	HFF	NA	LAC50	-6.8292094394
Axitinib	HFF	NA	LAC50	-5.2292094394
VX-745	HFF	NA	LAC50	-8.2292094394
RWJ-67657	HFF	NA	LAC50	NA
Orantinib	HFF	NA	LAC50	-5.8792094394
KUC107550N	HFF	NA	LAC50	NA
NCGC00241410-01	HFF	NA	LAC50	-4.9792094394
NCGC00241411-01	HFF	NA	LAC50	-5.7792094394
GW-501516	HFF	NA	LAC50	NA
GSK-269962A	HFF	NA	LAC50	-5.1292094394
SJN 2511	HFF	NA	LAC50	-7.6292094394
IKK-3 Inhibitor IX	HFF	NA	LAC50	NA
GW 843682X	HFF	NA	LAC50	NA
TCS JNK 5a	HFF	NA	LAC50	-5.9292094394
SB-590885	HFF	NA	LAC50	-7.2292094394
EX-527	HFF	NA	LAC50	NA
GSK-4112	HFF	NA	LAC50	-5.7792094394
AC-261066	HFF	NA	LAC50	-4.8792094394
Alvespimycin hydrochloride	HFF	NA	LAC50	-7.0292094394
Zibotentan	HFF	NA	LAC50	NA
Ivacaftor	HFF	NA	LAC50	NA
AZD-7762	HFF	NA	LAC50	-4.7292094394
SNS-314	HFF	NA	LAC50	-4.8292094394
WYE-354	HFF	NA	LAC50	-5.9792094394
Pemetrexed disodium	HFF	NA	LAC50	NA
AZD-1480	HFF	+	LAC50	-6.4292094394
NCGC00242487	HFF	NA	LAC50	-4.8292094394
LG100268	HFF	NA	LAC50	-5.5792094394
PD-166285	HFF	NA	LAC50	-5.9292094394
SB-265610	HFF	NA	LAC50	NA
BIBR 1532	HFF	NA	LAC50	NA
Quizartinib	HFF	NA	LAC50	NA
PF-431396	HFF	NA	LAC50	-4.5792094394
Vismodegib	HFF	NA	LAC50	-7.8292094394
D-4476	HFF	NA	LAC50	-6.0792094394
Pim 1 inhibitor 2	HFF	NA	LAC50	-5.8792094394
ITX3	HFF	NA	LAC50	-5.6292094394
Meclinertant	HFF	NA	LAC50	-4.8792094394
Cortivazol	HFF	NA	LAC50	-6.6292094394
Deacetyl cortivazol	HFF	NA	LAC50	NA
Bortezomib	HFF	NA	LAC50	-6.1292094394
Everolimus	HFF	NA	LAC50	-5.1292094394
Seocalcitol	HFF	NA	LAC50	-5.8292094394
methyl jasmonate	HFF	NA	LAC50	-5.4792094394
Sepantronium bromide	HFF	NA	LAC50	-6.2792094394
Pralatrexate	HFF	NA	LAC50	-6.5792094394
Saxagliptin	HFF	NA	LAC50	-5.0792094394
LY2109761	HFF	NA	LAC50	-8.1792094394
NCGC00244250-01	HFF	NA	LAC50	NA
TG-101348	HFF	NA	LAC50	-7.4292094394
Ruxolitinib	HFF	NA	LAC50	-4.9292094394
Lestaurtinib	HFF	NA	LAC50	-4.6792094394
CYT387	HFF	NA	LAC50	-4.7292094394
Pyronaridine	HFF	NA	LAC50	NA
Arbidol	HFF	NA	LAC50	NA
NSC-207895	HFF	NA	LAC50	NA
Flubendazole	HFF	NA	LAC50	-5.5292094394
Olmesartan	HFF	NA	LAC50	NA
Polydatin	HFF	NA	LAC50	-8.9792094394
2-Deoxyglucose	HFF	NA	LAC50	-6.3792094394
Tanshinone I	HFF	NA	LAC50	-6.2792094394
Varenicline tartrate	HFF	NA	LAC50	NA
KUC109088N-03	HFF	NA	LAC50	-5.7292094394
NCGC00247866-02	HFF	NA	LAC50	NA
CNF-2024	HFF	NA	LAC50	-5.5792094394
NVP-AUY922	HFF	NA	LAC50	-6.4792094394
VER-82576	HFF	NA	LAC50	-5.1292094394
SSR-504734	HFF	NA	LAC50	NA
Tempol	HFF	NA	LAC50	NA
SB1518	HFF	NA	LAC50	-4.6292094394
LY2157299	HFF	NA	LAC50	-6.8292094394
LDN-193189	HFF	NA	LAC50	-8.3792094394
Tivozanib	HFF	NA	LAC50	-4.6292094394
NVP-BHG712	HFF	NA	LAC50	NA
Telatinib	HFF	NA	LAC50	-6.3792094394
Apatinib	HFF	NA	LAC50	-5.5292094394
Ixazomib	HFF	NA	LAC50	-5.0792094394
Ixazomib citrate	HFF	NA	LAC50	-5.0292094394
Carfilzomib	HFF	NA	LAC50	-5.9292094394
VX-702	HFF	NA	LAC50	NA
Dovitinib	HFF	NA	LAC50	-6.1292094394
NCGC00249759-01	HFF	NA	LAC50	NA
NVP-ABE171	HFF	NA	LAC50	NA
A-769662	HFF	NA	LAC50	-5.0792094394
Licofelone	HFF	NA	LAC50	NA
Linsitinib	HFF	NA	LAC50	-4.7792094394
KN-93	HFF	NA	LAC50	-4.8792094394
NU-7441	HFF	NA	LAC50	-5.9292094394
Piboserod hydrochloride	HFF	NA	LAC50	NA
CT-99021	HFF	NA	LAC50	-4.9292094394
AZ-628	HFF	NA	LAC50	-5.8292094394
AZ-23	HFF	NA	LAC50	-5.2792094394
NVP-LDE-225	HFF	NA	LAC50	-5.6292094394
Irestatin 9389	HFF	NA	LAC50	-4.7792094394
PHA-408	HFF	NA	LAC50	-5.1292094394
XMD8-92	HFF	NA	LAC50	-4.5792094394
BX-795	HFF	NA	LAC50	-4.8292094394
KU 0060648	HFF	NA	LAC50	-5.8292094394
KRP 203	HFF	NA	LAC50	NA
CDIBA	HFF	NA	LAC50	NA
ISOX	HFF	NA	LAC50	-4.6292094394
AZD-7545	HFF	NA	LAC50	-8.2792094394
AR-C155858	HFF	NA	LAC50	NA
CAP-232	HFF	NA	LAC50	-4.8792094394
OSI-027	HFF	NA	LAC50	-6.5792094394
KU-0063794	HFF	NA	LAC50	-5.7292094394
NVP-XAV-939	HFF	NA	LAC50	-5.5292094394
PF-05212384	HFF	NA	LAC50	-7.1792094394
Vemurafenib	HFF	NA	LAC50	-5.4792094394
Crizotinib	HFF	NA	LAC50	-4.7292094394
Flavopiridol???	HFF	NA	LAC50	-6.5292094394
Dapagliflozin	HFF	NA	LAC50	-6.2292094394
Linifanib	HFF	NA	LAC50	NA
Veliparib	HFF	NA	LAC50	NA
AZD-8055	HFF	NA	LAC50	-6.7292094394
Tipifarnib	HFF	NA	LAC50	-4.7292094394
CHIR-265	HFF	NA	LAC50	-5.8292094394
GSK-2126458	HFF	NA	LAC50	-6.6292094394
GSK-1016790A	HFF	NA	LAC50	-4.7292094394
GSK-650394	HFF	NA	LAC50	-4.9792094394
Veliflapon	HFF	NA	LAC50	NA
JQ1	HFF	NA	LAC50	-6.0792094394
BI-2536	HFF	NA	LAC50	-5.8792094394
GSK-1904529A	HFF	NA	LAC50	-8.2792094394
ABT-737	HFF	NA	LAC50	NA
Agomelatine	HFF	NA	LAC50	NA
Dapoxetine hydrochloride	HFF	NA	LAC50	-5.3792094394
Fenticonazole nitrate	HFF	NA	LAC50	-4.7292094394
Istradefylline	HFF	NA	LAC50	-6.0292094394
Lacosamide	HFF	NA	LAC50	NA
Albendazole Oxide	HFF	NA	LAC50	-5.1292094394
Clevudine	HFF	NA	LAC50	NA
Prucalopride	HFF	NA	LAC50	-4.7292094394
PRT-060318	HFF	NA	LAC50	-4.9792094394
Ro-31-8425	HFF	NA	LAC50	-4.4792094394
R-1487	HFF	NA	LAC50	-5.9792094394
NCGC00262331	HFF	NA	LAC50	-4.7792094394
NCGC00262376	HFF	NA	LAC50	-4.7292094394
NCGC00262398	HFF	NA	LAC50	NA
Vitamin B12	HFF	NA	LAC50	-5.8904146614
Cisatracurium besylate	HFF	NA	LAC50	NA
CAL-101	HFF	NA	LAC50	-5.9292094394
BKM-120	HFF	NA	LAC50	-5.1292094394
TG-101209	HFF	NA	LAC50	-4.7792094394
S31-201	HFF	NA	LAC50	-6.8292094394
WP-1066	HFF	NA	LAC50	NA
NCGC00262689	HFF	NA	LAC50	-5.3292094394
C-188-9	HFF	NA	LAC50	-4.6792094394
BIBR 1048	HFF	NA	LAC50	-6.0792094394
Rivaroxaban	HFF	NA	LAC50	NA
NCGC00263015-01	HFF	NA	LAC50	-5.0792094394
DE-096	HFF	NA	LAC50	NA
CPG-52364	HFF	NA	LAC50	-4.6792094394
NCGC00263018-01	HFF	NA	LAC50	-4.7292094394
WAY-204688	HFF	NA	LAC50	-4.9792094394
NCGC00263020-01	HFF	NA	LAC50	-6.3292094394
MLN-120B	HFF	NA	LAC50	-4.6292094394
Dalcetrapib	HFF	NA	LAC50	NA
Hh-Ag1.5	HFF	NA	LAC50	-5.6292094394
Wnt-C59	HFF	NA	LAC50	NA
BI-D1870	HFF	NA	LAC50	-5.1792094394
Volasertib	HFF	NA	LAC50	-5.5792094394
BAG-956	HFF	NA	LAC50	-6.3792094394
AZD-1152-HQPA	HFF	NA	LAC50	-6.6292094394
AZ-3146	HFF	NA	LAC50	-4.5792094394
AT-7519	HFF	NA	LAC50	-5.8792094394
Apratastat	HFF	NA	LAC50	NA
Apilimod	HFF	NA	LAC50	-5.4792094394
AMG-900	HFF	NA	LAC50	-5.1292094394
Sotrastaurin	HFF	NA	LAC50	NA
Iniparib	HFF	NA	LAC50	NA
Cediranib	HFF	NA	LAC50	-4.7792094394
Combretastatin A-4	HFF	NA	LAC50	NA
CP-466722	HFF	NA	LAC50	-6.7792094394
OSI-632	HFF	NA	LAC50	-5.2292094394
CP-724714	HFF	NA	LAC50	-5.1292094394
Degrasyn	HFF	NA	LAC50	-4.5292094394
Pelitinib	HFF	NA	LAC50	-6.2292094394
Foretinib	HFF	NA	LAC50	-4.6292094394
Turofexorate isopropyl	HFF	NA	LAC50	-7.4792094394
Gavestinel sodium	HFF	NA	LAC50	NA
GB 83	HFF	NA	LAC50	-5.2292094394
Vorapaxar	HFF	NA	LAC50	-5.4292094394
GDC-0980	HFF	NA	LAC50	-6.4792094394
Osanetant	HFF	NA	LAC50	-5.5292094394
GSK-3787	HFF	NA	LAC50	-6.0792094394
GSK-461364A	HFF	NA	LAC50	-4.8292094394
GYKI-53655	HFF	NA	LAC50	-4.7792094394
SCH-900435	HFF	NA	LAC50	-5.8292094394
Ibutamoren mesilate	HFF	NA	LAC50	-5.0292094394
ICG-001	HFF	NA	LAC50	-5.2292094394
Panobinostat	HFF	NA	LAC50	-5.3292094394
Lirimilast	HFF	NA	LAC50	-4.7792094394
Ruboxistaurin mesilate	HFF	NA	LAC50	-5.0792094394
MDV-3100	HFF	NA	LAC50	NA
MG-149	HFF	NA	LAC50	NA
MK-0354	HFF	NA	LAC50	NA
MK-767	HFF	NA	LAC50	NA
Nutlin-3	HFF	NA	LAC50	-4.7792094394
SG-00529	HFF	NA	LAC50	-4.8292094394
Cutamesine hydrochloride	HFF	NA	LAC50	NA
PD-166793	HFF	NA	LAC50	-4.4292094394
PD-0220245	HFF	NA	LAC50	-8.7292094394
PD-0332991	HFF	NA	LAC50	-5.5792094394
cPEPCK inhibitor	HFF	NA	LAC50	-6.0292094394
PF-3845	HFF	NA	LAC50	-6.7792094394
PF-477736	HFF	NA	LAC50	-5.5792094394
PF-573228	HFF	NA	LAC50	-6.2792094394
PF-4708671	HFF	NA	LAC50	-5.0792094394
Piraxostat	HFF	NA	LAC50	-5.3792094394
Pracinostat	HFF	NA	LAC50	-5.0292094394
RD-162	HFF	NA	LAC50	NA
Regorafenib	HFF	NA	LAC50	-6.5792094394
Rolofylline	HFF	NA	LAC50	-6.3292094394
Talmapimod	HFF	NA	LAC50	-7.1792094394
STF-083010	HFF	NA	LAC50	-4.7292094394
Tiplasinin	HFF	NA	LAC50	-4.6292094394
VER-155008	HFF	NA	LAC50	-5.4792094394
WZ-4002	HFF	NA	LAC50	-6.0292094394
BI-78D3	HFF	NA	LAC50	NA
SR-3306	HFF	NA	LAC50	-6.1292094394
A-674563	HFF	NA	LAC50	-4.7792094394
Abiraterone	HFF	NA	LAC50	NA
AEE-788	HFF	NA	LAC50	-4.5792094394
Andarine	HFF	NA	LAC50	NA
JNJ-7706621	HFF	NA	LAC50	-4.4292094394
Ponatinib	HFF	NA	LAC50	-6.3292094394
AR-42	HFF	NA	LAC50	-4.7792094394
AZD-6482	HFF	NA	LAC50	-5.2679734446
Belinostat	HFF	NA	LAC50	-4.9679734446
Vargatef	HFF	NA	LAC50	-6.4792094394
BMS-777607	HFF	NA	LAC50	-5.9292094394
Amuvatinib	HFF	NA	LAC50	-5.0179734446
OSI-930	HFF	NA	LAC50	-4.9292094394
Brivanib	HFF	NA	LAC50	-5.0792094394
PF-04217903	HFF	NA	LAC50	-5.0792094394
RO-4929097	HFF	NA	LAC50	NA
SGX-523	HFF	NA	LAC50	-6.2292094394
Cabozantinib	HFF	+	LAC50	-5.4292094394
PH-797804	HFF	NA	LAC50	-6.8292094394
Obatoclax	HFF	NA	LAC50	-4.8792094394
SNS-032	HFF	NA	LAC50	-6.0792094394
PHA-793887	HFF	NA	LAC50	-4.8792094394
Plinabulin	HFF	NA	LAC50	-5.0179734446
LY-2940680??	HFF	NA	LAC50	-4.7292094394
Serdemetan	HFF	NA	LAC50	-4.6792094394
DCC-2036	HFF	NA	LAC50	-5.7792094394
Rucaparib	HFF	NA	LAC50	NA
Ispinesib	HFF	NA	LAC50	NA
Tosedostat	HFF	NA	LAC50	-4.6792094394
BMS-794833	HFF	NA	LAC50	-5.9792094394
CUDC-101	HFF	NA	LAC50	-4.8292094394
ENMD-981693	HFF	NA	LAC50	-4.4679734446
AR-00341677	HFF	NA	LAC50	-7.7292094394
Trametinib	HFF	++	LAC50	-6.2792094394
GSK-690693	HFF	NA	LAC50	-5.0792094394
Mocetinostat	HFF	NA	LAC50	-5.3292094394
MK-1775	HFF	NA	LAC50	-7.2292094394
MK-0752	HFF	-	LAC50	-7.1292094394
Dacomitinib	HFF	NA	LAC50	-4.6292094394
SGI-1776	HFF	NA	LAC50	-4.7292094394
TAK-733	HFF	NA	LAC50	-5.2792094394
YO-01027	HFF	NA	LAC50	-5.0792094394
JNJ-38877605	HFF	NA	LAC50	-5.1792094394
KU-0064	HFF	NA	LAC50	NA
PHA-690509	HFF	NA	LAC50	-5.2292094394
Silmitasertib	HFF	NA	LAC50	NA
KI-20227	HFF	NA	LAC50	-6.0792094394
SB-216763	HFF	NA	LAC50	NA
AV-412	HFF	NA	LAC50	-5.2792094394
S6K-18	HFF	NA	LAC50	-6.9792094394
BMS-5	HFF	NA	LAC50	-4.5792094394
Lenvatinib	HFF	NA	LAC50	-5.5292094394
AMG-Tie2-1	HFF	NA	LAC50	NA
RO495	HFF	NA	LAC50	-4.7292094394
AMG-51	HFF	NA	LAC50	-5.2792094394
NVP-BSK805	HFF	NA	LAC50	-4.8292094394
Danusertib	HFF	NA	LAC50	-5.1292094394
CYC-116	HFF	NA	LAC50	-5.3792094394
Motesanib	HFF	NA	LAC50	-5.2292094394
AMG-47a	HFF	NA	LAC50	-4.8292094394
QS11	HFF	NA	LAC50	NA
TW-37	HFF	NA	LAC50	-4.7792094394
ML 141	HFF	NA	LAC50	NA
SANT-2	HFF	NA	LAC50	NA
JK 184	HFF	NA	LAC50	-5.4792094394
SJ-172550	HFF	NA	LAC50	-7.2792094394
PF-184	HFF	NA	LAC50	-5.3792094394
HC-067047	HFF	NA	LAC50	-5.1292094394
Torin-1	HFF	NA	LAC50	-6.3292094394
Torin-2	HFF	NA	LAC50	-7.6792094394
NVP231	HFF	NA	LAC50	NA
Teriflunomide	HFF	NA	LAC50	-5.1292094394
Elacridar	HFF	NA	LAC50	-5.6792094394
Romidepsin	HFF	NA	LAC50	-6.3792094394
Ezatiostat	HFF	NA	LAC50	NA
CAY10581	HFF	NA	LAC50	-4.4292094394
CAY10626	HFF	NA	LAC50	-6.9792094394
D-NMAPPD	HFF	NA	LAC50	NA
AG-041R	HFF	NA	LAC50	NA
BAY-60-7550	HFF	NA	LAC50	NA
BAY-41-8543	HFF	NA	LAC50	-5.2792094394
FASN BI	HFF	NA	LAC50	NA
GSK837149A	HFF	NA	LAC50	NA
FASN MRK	HFF	NA	LAC50	-5.5679734446
PDHK RIKEN	HFF	NA	LAC50	-5.0679734446
GLS968	HFF	NA	LAC50	-7.9792094394
IPFK2	HFF	NA	LAC50	-5.2292094394
IDH-001	HFF	NA	LAC50	-4.6792094394
ACC1 BMS	HFF	NA	LAC50	NA
SM-164	HFF	NA	LAC50	-5.1292094394
JZL-184	HFF	NA	LAC50	NA
Withaferin A	HFF	NA	LAC50	-4.8292094394
FMK-MEA	HFF	NA	LAC50	-4.9792094394
ASR-isobudimer-SO2Ph-4-CH2OC(O)NMe2	HFF	NA	LAC50	-4.7292094394
BTM-2C-dimer ketone	HFF	NA	LAC50	NA
BTM-2C-dimer allyl oxime	HFF	NA	LAC50	-4.5792094394
Alisertib	HFF	NA	LAC50	-5.0292094394
Ac-SAH-p53-8	HFF	NA	LAC50	NA
GSK-1995010	HFF	NA	LAC50	NA
Deflazacort	HFF	NA	LAC50	-6.9792094394
Dutasteride	HFF	NA	LAC50	-5.4792094394
Isepamicin	HFF	NA	LAC50	NA
Linezolid	HFF	NA	LAC50	-6.8292094394
Olopatadine hydrochloride	HFF	NA	LAC50	NA
Ziprasidone hydrochloride	HFF	NA	LAC50	NA
Dexrazoxane hydrochloride	HFF	NA	LAC50	-4.5792094394
StemRegenin 1	HFF	NA	LAC50	-6.5792094394
Spautin-1	HFF	NA	LAC50	-6.0792094394
Levosimendan	HFF	NA	LAC50	-5.2292094394
Gestodene	HFF	NA	LAC50	-6.5292094394
Oteracil potassium	HFF	NA	LAC50	-5.7904146614
Tubastatin A	HFF	NA	LAC50	NA
M344	HFF	NA	LAC50	-5.4792094394
I-BET762	HFF	NA	LAC50	-5.2292094394
Kartogenin	HFF	NA	LAC50	NA
Carboplatin	HFF	NA	LAC50	NA
Zolmitriptan	HFF	NA	LAC50	NA
Epirubicin hydrochloride	HFF	NA	LAC50	-5.7292094394
Kanamycin	HFF	NA	LAC50	-5.7792094394
Alendronate	HFF	NA	LAC50	-5.0292094394
Hyodeoxycholic acid (HDCA)	HFF	NA	LAC50	-6.4792094394
Miglitol	HFF	NA	LAC50	-5.9292094394
Rifaximin	HFF	NA	LAC50	-4.8292094394
Nateglinide	HFF	NA	LAC50	-5.3292094394
Exemestane	HFF	NA	LAC50	NA
SB-747651-A	HFF	NA	LAC50	-4.6792094394
Wyeth Cot inhibitor-2	HFF	NA	LAC50	-4.5292094394
BGJ-398	HFF	NA	LAC50	-5.5792094394
AZ-TAK1 Inhibitor	HFF	NA	LAC50	-5.1792094394
Trilostane	HFF	NA	LAC50	-5.6792094394
Zosuquidar trihydrochloride	HFF	NA	LAC50	-6.1792094394
Pimobendan	HFF	NA	LAC50	NA
Betamethasone valerate	HFF	NA	LAC50	NA
Desonide	HFF	NA	LAC50	NA
Eltrombopag olamine	HFF	NA	LAC50	-4.7292094394
Itraconazole	HFF	NA	LAC50	-5.7792094394
Rabusertib	HFF	NA	LAC50	NA
YW3-56	HFF	NA	LAC50	-4.5292094394
purmorphamine	HFF	NA	LAC50	NA
STF-62247	HFF	NA	LAC50	-4.4792094394
TM-30089	HFF	NA	LAC50	NA
Calindol	HFF	NA	LAC50	-6.9792094394
Manoalide	HFF	NA	LAC50	-5.9792094394
Calhex 231	HFF	NA	LAC50	NA
NPS R568	HFF	NA	LAC50	NA
AC-265347	HFF	NA	LAC50	-7.7792094394
SB262470
NPS-2143	HFF	NA	LAC50	NA
SB12111	HFF	NA	LAC50	NA
Cyprodime	HFF	NA	LAC50	NA
J113397	HFF	NA	LAC50	NA
Piperaquine	HFF	NA	LAC50	NA
Oxandrolone	HFF	NA	LAC50	NA
Stanozolol	HFF	NA	LAC50	NA
Diosmin	HFF	NA	LAC50	NA
I-BET151	HFF	NA	LAC50	-5.8792094394
SGC0946	HFF	NA	LAC50	-5.5792094394
UNC1215	HFF	NA	LAC50	NA
IOX2	HFF	NA	LAC50	NA
Marizomib	HFF	NA	LAC50	-4.8292094394
CPI-613	HFF	NA	LAC50	-8.6292094394
NCGC00344990-01	HFF	NA	LAC50	-4.7792094394
NCGC00344999-01	HFF	NA	LAC50	-4.8292094394
D-159687	HFF	NA	LAC50	-6.9292094394
IDE-2	HFF	NA	LAC50	NA
GSK3 Inhibitor	HFF	NA	LAC50	-7.7792094394
Vidofludimus	HFF	NA	LAC50	-7.3792094394
KHS101	HFF	NA	LAC50	-4.9292094394
Stauprimide	HFF	NA	LAC50	-4.8792094394
Robotnikinin	HFF	NA	LAC50	-8.8292094394
(-)-Indolactam V	HFF	NA	LAC50	-5.9792094394
GSK525768	HFF	NA	LAC50	NA
3-Methyladenine	HFF	NA	LAC50	-4.7292094394
Gandotinib	HFF	NA	LAC50	-4.6792094394
PCI-34051	HFF	NA	LAC50	-4.4292094394
Dacinostat	HFF	NA	LAC50	-5.6292094394
KH-CB19	HFF	NA	LAC50	NA
NSC-678515	HFF	NA	LAC50	NA
GMX-1778	HFF	NA	LAC50	-8.7792094394
17	-hydroxy Wortmannin	NA	LAC50	NA
PF-3758309	HFF	NA	LAC50	-4.8292094394
Eprosartan mesylate	HFF	NA	LAC50	-5.5292094394
Compound 7	HFF	NA	LAC50	-4.7292094394
ABT-199	HFF	NA	LAC50	NA
Laropiprant	HFF	NA	LAC50	NA
ASP-3026	HFF	NA	LAC50	-4.8292094394
AN2728	HFF	NA	LAC50	NA
EMD-1214063	HFF	NA	LAC50	-4.6792094394
MLN-4924	HFF	NA	LAC50	-5.3292094394
AZD-5363	HFF	-	LAC50	-5.0792094394
GSK-2636771	HFF	NA	LAC50	NA
AP-761	HFF	NA	LAC50	NA
BMS-911543	HFF	NA	LAC50	-6.2292094394
Oprozomib	HFF	NA	LAC50	-5.3292094394
CVT-6883	HFF	NA	LAC50	NA
AP-768	HFF	NA	LAC50	NA
ACY-1215	HFF	NA	LAC50	-4.6292094394
AVN-944	HFF	NA	LAC50	-5.7292094394
ARRY-162	HFF	NA	LAC50	-5.7292094394
STX-0119	HFF	NA	LAC50	-4.6792094394
CAA0225	HFF	NA	LAC50	NA
BP-1-102	HFF	NA	LAC50	NA
RGB-286147	HFF	NA	LAC50	-6.8792094394
Tetrahydrouridine	HFF	NA	LAC50	-6.3792094394
LLL-12	HFF	NA	LAC50	-8.2792094394
Ingenol mebutate	HFF	NA	LAC50	-8.7292094394
Icaritin	HFF	NA	LAC50	NA
MG-115	HFF	NA	LAC50	-4.8792094394
GM-1489	HFF	NA	LAC50	-8.9792094394
GM-6001	HFF	NA	LAC50	NA
Ximelagatran	HFF	NA	LAC50	-6.6292094394
Estetrol	HFF	NA	LAC50	-5.0792094394
AG-13958	HFF	NA	LAC50	-7.8792094394
Akt-I-1	HFF	NA	LAC50	NA
Akt-I-1,2	HFF	NA	LAC50	-4.7292094394
BMS-2	HFF	NA	LAC50	NA
BMS-3	HFF	NA	LAC50	-4.8292094394
CC-401	HFF	NA	LAC50	-4.9292094394
Merck 5	HFF	NA	LAC50	-5.3292094394
PD-173955	HFF	NA	LAC50	NA
PD-173955 Analogue 1	HFF	NA	LAC50	-5.0792094394
SB-242235	HFF	NA	LAC50	-5.8792094394
SD-06	HFF	NA	LAC50	-4.5792094394
SR-3677	HFF	NA	LAC50	NA
TAK-715	HFF	NA	LAC50	-4.6292094394
SMI-4a	HFF	NA	LAC50	NA
GNE-490	HFF	NA	LAC50	-5.7292094394
GNE-493	HFF	NA	LAC50	-6.1792094394
Baricitinib	HFF	NA	LAC50	-4.4292094394
Merck-22-6	HFF	NA	LAC50	-4.5792094394
S-99	HFF	NA	LAC50	-6.7292094394
GSK-25	HFF	NA	LAC50	-7.4292094394
AMG-25	HFF	NA	LAC50	-5.4292094394
Bayer-18	HFF	NA	LAC50	NA
TG-89	HFF	NA	LAC50	-5.8792094394
TG-46	HFF	NA	LAC50	-4.8792094394
